Easting,Northing,Weighting,Cluster_220,Cluster_480
681080.962119942,6407233.883556,4.0,95,59
681080.962119942,6407447.68291016,16.0,109,58
681080.962119942,6407709.03044706,12.0,98,52
681081.167829358,6408319.96240519,4.0,100,53
681081.167833321,6408101.6116032,16.0,101,54
681081.167833322,6407909.61539432,2.0,93,54
681082.374108325,6408476.16247632,4.0,105,57
681083.595958506,6406207.69305718,14.0,107,49
681086.762119942,6407007.83273838,16.0,102,55
681086.762119942,6407233.88569004,4.0,95,59
681086.762119942,6407447.68288161,16.0,109,58
681086.762119942,6407709.04428373,12.0,98,52
681086.967829358,6408318.9630194,4.0,100,53
681086.967833322,6407908.62040161,2.0,93,54
681086.967833322,6408100.61499214,16.0,101,54
681088.174108325,6408475.16538803,4.0,105,57
681089.395958506,6406207.89665573,14.0,107,49
681092.562119942,6407007.83276931,16.0,102,55
681092.562119942,6407233.88881357,4.0,110,59
681092.562119942,6407447.68213332,16.0,104,56
681092.562119942,6407709.04613911,12.0,98,52
681092.767829358,6408317.96566421,4.0,100,53
681092.767833322,6407907.6234045,2.0,93,54
681092.767833322,6408099.61780482,16.0,103,51
681093.974108326,6408474.16359714,4.0,105,57
681095.195958506,6406208.10031234,14.0,107,49
681098.362119942,6407007.83148412,16.0,99,50
681098.362119942,6407233.89084976,4.0,110,59
681098.362119942,6407447.68265126,16.0,104,56
681098.362119942,6407709.04934214,12.0,98,52
681098.567829358,6408316.96643749,4.0,100,53
681098.567833322,6407906.6286105,2.0,93,54
681098.567833322,6408098.62075148,16.0,103,51
681099.774108326,6408473.16317402,4.0,105,57
681100.995958506,6406208.30312358,14.0,111,60
681104.162119942,6407007.83295165,16.0,99,50
681104.162119942,6407233.89242684,4.0,110,59
681104.162119942,6407447.68231644,16.0,106,58
681104.162119942,6407709.05100078,12.0,98,52
681104.367829358,6408315.9691939,4.0,100,53
681104.367833322,6407905.63183849,2.0,93,54
681104.367833322,6408097.62364555,16.0,103,51
681105.574108325,6408488.96949648,3.0,105,57
681106.795958506,6406208.50617082,14.0,111,60
681109.962119942,6407007.83532242,16.0,108,55
681109.962119942,6407233.89477118,4.0,110,59
681109.962119942,6407447.68340782,16.0,106,58
681109.962119942,6407709.05450334,12.0,112,61
681110.167829358,6408314.97181671,4.0,100,53
681110.167833322,6407904.63693445,2.0,93,54
681110.167833322,6408096.62693772,16.0,101,54
681111.374108326,6408487.97313356,3.0,105,57
681112.595958506,6406213.91339775,16.0,111,60
681115.762119942,6407007.834628,16.0,108,55
681115.762119942,6407233.89652187,4.0,110,59
681115.762119942,6407447.68192049,16.0,109,58
681115.762119942,6407709.05893273,12.0,98,52
681115.967829358,6408313.97249324,4.0,100,53
681115.967833322,6407903.63991144,2.0,93,54
681115.967833322,6408095.62841692,16.0,101,54
681117.174108326,6408486.97599616,3.0,105,57
681118.395958506,6406214.07958376,16.0,111,60
681121.562119942,6407007.83317547,16.0,102,55
681121.562119942,6407233.8981775,4.0,110,59
681121.562119942,6407447.68183143,16.0,109,58
681121.562119942,6407709.06407672,12.0,112,61
681121.767829358,6408312.97309012,4.0,100,53
681121.767833322,6407902.64275383,2.0,93,54
681121.767833322,6408094.63165919,16.0,101,54
681122.974108326,6408485.9792791,3.0,105,57
681124.195958506,6406214.24669763,16.0,111,60
681127.362119942,6407007.83350042,16.0,102,55
681127.362119942,6407233.90006245,4.0,110,59
681127.362119942,6407447.68189853,16.0,106,58
681127.362119942,6407709.06720258,12.0,112,61
681127.567829359,6408311.97843657,4.0,100,53
681127.567833322,6407901.64580634,2.0,93,54
681127.567833322,6408093.63443256,16.0,103,51
681128.774108326,6408503.62178179,12.0,105,57
681129.995958506,6406214.41230008,16.0,111,60
681133.162119942,6407007.83312195,16.0,102,55
681133.162119942,6407233.90102527,4.0,110,59
681133.162119942,6407447.68170848,16.0,113,62
681133.162119942,6407709.07077403,12.0,112,61
681133.367829358,6408310.98370856,4.0,100,53
681133.367833322,6407900.64884932,2.0,115,63
681133.367833322,6408109.49739654,14.0,103,51
681134.574108326,6408502.61792906,12.0,105,57
681135.795958506,6406214.57813696,16.0,111,60
681138.962119942,6407007.83603278,16.0,102,55
681138.962119942,6407233.90269085,4.0,110,59
681138.962119942,6407447.68245584,16.0,106,58
681138.962119942,6407709.07559291,12.0,112,61
681139.167829359,6408309.98653708,4.0,100,53
681139.167833322,6407899.65421913,2.0,115,63
681139.167833322,6408107.23872186,14.0,103,51
681140.374108326,6408501.62116929,12.0,105,57
681141.595958506,6406214.74367696,16.0,114,60
681144.762119942,6407007.83597731,16.0,108,55
681144.762119942,6407233.90409902,4.0,110,59
681144.762119942,6407447.68182067,16.0,106,58
681144.762119942,6407709.08018892,12.0,112,61
681144.967829359,6408308.98728379,4.0,100,53
681144.967833322,6407898.65716923,2.0,115,63
681144.967833322,6408107.50321847,14.0,103,51
681146.174108326,6408500.62409557,12.0,105,57
681147.395958506,6406214.908508,16.0,114,60
681150.562119942,6407007.83636974,16.0,108,55
681150.562119942,6407233.90154053,4.0,110,59
681150.562119942,6407447.68046296,16.0,109,58
681150.562119942,6407709.08483365,12.0,112,61
681150.767829359,6408307.99004508,4.0,100,53
681150.767833322,6407897.66017891,2.0,115,63
681150.767833322,6408106.50678032,14.0,103,51
681151.974108326,6408516.7691384,14.0,105,57
681153.195958506,6406215.08458907,16.0,111,60
681156.362119942,6407233.90258946,4.0,110,59
681156.362119942,6407447.68015037,16.0,109,58
681156.362119942,6407709.08974568,12.0,112,61
681156.362119943,6407007.83765554,16.0,108,55
681156.567829359,6408306.99061874,4.0,100,53
681156.567833322,6407896.66541049,2.0,115,63
681156.567833322,6408088.65055351,16.0,115,63
681157.774108326,6408515.77234917,14.0,105,57
681158.995958506,6406229.86710681,14.0,111,60
681162.162119942,6407007.83935488,16.0,108,55
681162.162119942,6407233.90367154,4.0,110,59
681162.162119942,6407447.68077134,16.0,106,58
681162.162119942,6407673.6418733,4.0,112,61
681162.367829359,6408305.98889857,4.0,100,53
681162.367833322,6407895.66834296,2.0,115,63
681162.367833322,6408087.65384934,16.0,115,63
681163.574108326,6408514.77487411,14.0,116,57
681164.795958506,6406245.99572384,12.0,111,60
681167.962119942,6407007.83923867,16.0,102,55
681167.962119942,6407233.90462864,4.0,110,59
681167.962119942,6407447.6785454,16.0,113,62
681167.962119942,6407673.64578686,4.0,112,61
681168.167829359,6408304.9917026,4.0,100,53
681168.167833322,6407894.67142671,2.0,115,63
681168.167833322,6408086.6571209,16.0,115,63
681169.374108326,6408513.7824505,14.0,116,57
681170.595958506,6406244.98606178,12.0,114,60
681173.762119943,6407007.83849937,16.0,117,64
681173.762119943,6407250.91781262,3.0,110,59
681173.762119943,6407447.67845771,16.0,113,62
681173.762119943,6407673.64991502,4.0,112,61
681173.967829359,6408303.99689352,4.0,100,53
681173.967833322,6407893.67439779,2.0,115,63
681173.967833322,6408085.6579619,16.0,115,63
681175.174108326,6408512.78748124,14.0,116,57
681176.395958507,6406243.97626016,12.0,114,60
681179.562119943,6407007.83843272,16.0,117,64
681179.562119943,6407250.91800015,3.0,110,59
681179.562119943,6407447.67903649,16.0,106,58
681179.562119943,6407673.65316139,4.0,112,61
681179.767829359,6408302.9998654,4.0,100,53
681179.767833323,6407892.67716156,2.0,115,63
681179.767833323,6408084.66408601,16.0,115,63
681180.974108326,6408511.79043954,14.0,105,57
681182.195958507,6406242.96649735,12.0,111,60
681185.362119943,6407007.83781656,16.0,108,55
681185.362119943,6407250.91811472,3.0,110,59
681185.362119943,6407447.67783832,16.0,109,58
681185.362119943,6407673.65761282,4.0,112,61
681185.567829359,6408302.00056394,4.0,100,53
681185.567833323,6407891.67995808,2.0,115,63
681185.567833323,6408083.66517733,16.0,115,63
681186.774108326,6408510.79402316,14.0,105,57
681187.995958506,6406241.95747303,12.0,111,60
681191.162119943,6407007.83946543,16.0,118,64
681191.162119943,6407250.91828603,3.0,110,59
681191.162119943,6407447.67692274,16.0,109,58
681191.162119943,6407673.66253917,4.0,112,61
681191.367829359,6408301.00350024,4.0,100,53
681191.367833322,6407890.68065157,2.0,115,63
681191.367833322,6408082.66987277,16.0,115,63
681192.574108326,6408509.7975617,14.0,105,57
681193.795958507,6406240.94766055,12.0,111,60
681196.962119943,6407007.83982494,16.0,118,64
681196.962119943,6407233.90854978,4.0,110,59
681196.962119943,6407447.67570695,16.0,109,58
681196.962119943,6407673.66748815,4.0,112,61
681197.167829359,6408300.00646339,4.0,100,53
681197.167833323,6407889.68127164,2.0,115,63
681197.167833323,6408081.67255498,16.0,115,63
681198.374108326,6408508.79889938,14.0,116,57
681199.595958507,6406239.93853111,12.0,111,60
681202.762119943,6407007.84137917,16.0,108,55
681202.762119943,6407233.90848566,4.0,110,59
681202.762119943,6407447.67618545,16.0,113,62
681202.762119943,6407673.67252116,4.0,112,61
681202.967829359,6408299.00941804,4.0,100,53
681202.967833323,6407979.6882684,2.0,115,63
681204.174108326,6408507.80190545,14.0,116,57
681205.395958507,6406238.92920599,12.0,111,60
681208.562119943,6407007.84235546,16.0,117,64
681208.562119943,6407233.9102985,4.0,119,59
681208.562119943,6407447.67524911,16.0,113,62
681208.562119943,6407673.67632148,4.0,112,61
681208.767829359,6408298.01439415,4.0,100,53
681209.974108326,6408506.8058457,14.0,116,57
681211.195958507,6406237.92074911,12.0,114,60
681214.362119943,6407007.84455096,16.0,117,64
681214.362119943,6407233.91032732,4.0,119,59
681214.362119943,6407447.67543795,16.0,120,62
681214.362119943,6407673.68037356,4.0,112,61
681214.567829359,6408297.01729621,4.0,100,53
681215.774108326,6408505.80739905,14.0,116,57
681216.995958507,6406236.91117757,12.0,114,60
681220.085093306,6407977.36059683,2.0,115,63
681220.162119943,6407007.84534478,16.0,108,55
681220.162119943,6407233.91360437,4.0,119,59
681220.162119943,6407447.67545815,16.0,120,62
681220.162119943,6407673.67583084,4.0,112,61
681220.367829359,6408296.02031308,4.0,100,53
681221.574108327,6408504.81067337,14.0,116,57
681222.795958507,6406235.90244259,12.0,114,60
681225.885093307,6408007.08089914,4.0,115,63
681225.962119943,6407007.84763554,16.0,118,64
681225.962119943,6407233.91340204,4.0,119,59
681225.962119943,6407447.67665766,16.0,109,58
681225.962119943,6407673.67862244,4.0,112,61
681226.167829359,6408312.03412633,3.0,100,53
681227.374108327,6408503.8138052,14.0,116,57
681228.595958507,6406234.89316266,12.0,114,60
681231.685093307,6408006.08445264,4.0,115,63
681231.762119943,6407007.84941159,16.0,118,64
681231.762119943,6407233.91341086,4.0,119,59
681231.762119943,6407447.67565736,16.0,109,58
681231.762119943,6407673.68153477,4.0,112,61
681231.967829359,6408328.09651941,2.0,100,53
681233.174108327,6408502.81491723,14.0,116,57
681234.395958507,6406233.88468524,12.0,114,60
681237.485093307,6407882.75280739,2.0,115,63
681237.485093307,6408005.08748503,4.0,115,63
681237.562119943,6407007.85115829,16.0,118,64
681237.562119943,6407233.91339882,4.0,119,59
681237.562119943,6407447.67763052,16.0,109,58
681237.562119943,6407673.68386217,4.0,112,61
681238.974108327,6408501.81874697,14.0,116,57
681240.195958507,6406232.87582221,12.0,114,60
681243.285093307,6407881.75556119,2.0,115,63
681243.285093307,6408004.0906311,4.0,121,63
681243.362119943,6407007.85251126,16.0,117,64
681243.362119943,6407233.91345464,4.0,119,59
681243.362119943,6407447.67917568,16.0,109,58
681243.362119943,6407690.7313532,3.0,112,61
681244.774108327,6408500.82010007,14.0,116,57
681245.995958507,6406231.86642414,12.0,114,60
681249.085093307,6407880.75595178,2.0,115,63
681249.085093307,6408003.09388953,4.0,121,63
681249.162119943,6407007.85386234,16.0,117,64
681249.162119943,6407233.91346831,4.0,119,59
681249.162119943,6407447.67947082,16.0,120,62
681249.162119943,6407690.73303767,3.0,112,61
681250.574108327,6408534.06913528,10.0,116,57
681251.795958507,6406230.85828118,12.0,114,60
681254.885093307,6407879.75444218,2.0,115,63
681254.885093307,6408002.09777172,4.0,121,63
681254.962119943,6407007.85674527,16.0,118,64
681254.962119943,6407233.91334338,4.0,119,59
681254.962119943,6407447.67973069,16.0,120,62
681254.962119943,6407690.7345622,3.0,112,61
681256.374108327,6408533.07494747,10.0,116,57
681257.595958507,6406229.85041993,12.0,114,60
681260.685093307,6407878.75720114,2.0,115,63
681260.685093307,6408001.1013332,4.0,121,63
681260.762119943,6407007.85967697,16.0,118,64
681260.762119943,6407233.91528372,4.0,119,59
681260.762119943,6407447.68135254,16.0,122,62
681260.762119943,6407690.73586812,3.0,112,61
681262.174108327,6408567.56725666,3.0,116,57
681263.395958507,6406228.8413799,12.0,114,60
681266.485093307,6407877.75783075,2.0,115,63
681266.485093307,6408000.10449798,4.0,121,63
681266.562119943,6407007.86063754,16.0,118,64
681266.562119943,6407233.9150511,4.0,119,59
681266.562119943,6407447.68070888,16.0,122,62
681266.562119943,6407673.70191156,4.0,112,61
681267.974108327,6408566.57196805,3.0,116,57
681269.195958507,6406227.83082766,12.0,114,60
681272.285093307,6407876.75846881,2.0,115,63
681272.285093307,6407999.1076801,4.0,121,63
681272.362119943,6407007.86355027,16.0,118,64
681272.362119943,6407233.91493704,4.0,119,59
681272.362119943,6407447.68218431,16.0,122,62
681272.362119943,6407673.70401621,4.0,112,61
681274.995958507,6406243.7689378,10.0,114,60
681278.085093307,6407875.76131954,2.0,115,63
681278.085093307,6407998.11110847,4.0,121,63
681278.162119943,6407007.86303813,16.0,117,64
681278.162119943,6407233.91490727,4.0,119,59
681278.162119943,6407447.68260581,16.0,122,62
681278.162119943,6407673.70606577,4.0,112,61
681280.795958507,6406242.75942278,10.0,114,60
681283.885093307,6407874.76218711,2.0,115,63
681283.885093307,6407997.11476997,4.0,121,63
681283.962119943,6407233.91652353,4.0,119,59
681283.962119943,6407447.68247906,16.0,120,62
681283.962119943,6407673.70833189,4.0,112,61
681283.962119944,6407042.07488285,12.0,117,64
681286.595958508,6406241.75040227,10.0,114,60
681289.685093307,6407873.76714485,2.0,115,63
681289.685093307,6407996.11774741,4.0,121,63
681289.762119943,6407007.86444255,16.0,117,64
681289.762119943,6407233.91613388,4.0,119,59
681289.762119943,6407447.68179152,16.0,120,62
681289.762119943,6407673.71662425,4.0,112,61
681292.395958507,6406220.0274289,10.0,107,49
681295.485093307,6407872.76797388,2.0,115,63
681295.485093307,6407995.12118618,4.0,121,63
681295.562119944,6407007.86385372,16.0,117,64
681295.562119944,6407233.91771956,4.0,119,59
681295.562119944,6407447.68332757,16.0,122,62
681295.562119944,6407673.71917548,4.0,112,61
681298.195958507,6406254.5051411,3.0,107,49
681301.285093307,6407871.77086422,2.0,115,63
681301.285093307,6407994.12446384,4.0,121,63
681301.362119944,6407007.8645089,16.0,117,64
681301.362119944,6407233.91920641,4.0,119,59
681301.362119944,6407447.68340297,16.0,122,62
681301.362119944,6407673.72132719,4.0,112,61
681303.995958508,6406270.54552917,2.0,114,60
681307.085093307,6407870.77379706,2.0,115,63
681307.085093307,6407993.12771518,4.0,121,63
681307.162119944,6407007.86431918,16.0,118,64
681307.162119944,6407233.91850264,4.0,119,59
681307.162119944,6407447.68427853,16.0,122,62
681307.162119944,6407673.72332868,4.0,123,65
681312.885093307,6407869.77674079,2.0,115,63
681312.885093307,6407992.13061746,4.0,121,63
681312.962119944,6407007.86327781,16.0,118,64
681312.962119944,6407233.91992564,4.0,119,59
681312.962119944,6407447.68499853,16.0,122,62
681312.962119944,6407673.72499539,4.0,123,65
681318.685093307,6407868.77963395,2.0,115,63
681318.685093307,6407991.1342901,4.0,121,63
681318.762119944,6407007.86228861,16.0,117,64
681318.762119944,6407233.9212641,4.0,119,59
681318.762119944,6407447.68576895,16.0,120,62
681318.762119944,6407673.7261012,4.0,123,65
681324.485093308,6407867.78256576,2.0,115,63
681324.485093308,6407990.13753578,4.0,121,63
681324.562119944,6407007.86107791,16.0,117,64
681324.562119944,6407233.92094163,4.0,119,59
681324.562119944,6407447.68733197,16.0,120,62
681324.562119944,6407673.72717536,4.0,123,65
681330.285093308,6407866.78554348,2.0,126,67
681330.285093308,6407989.14080369,4.0,121,63
681330.362119944,6407007.86032126,16.0,117,64
681330.362119944,6407233.92043348,4.0,119,59
681330.362119944,6407447.6890544,16.0,122,62
681330.362119944,6407673.7285213,4.0,123,65
681336.085093308,6407865.78854149,2.0,126,67
681336.085093308,6407988.14395751,4.0,121,63
681336.162119944,6407007.86027744,16.0,124,66
681336.162119944,6407233.92143135,4.0,119,59
681336.162119944,6407447.69029036,16.0,122,62
681336.162119944,6407673.73001098,4.0,123,65
681341.885093308,6407864.79352544,2.0,126,67
681341.885093308,6407987.14709635,4.0,121,63
681341.962119944,6407007.86023569,16.0,124,66
681341.962119944,6407233.92314353,4.0,119,59
681341.962119944,6407447.69226518,16.0,122,62
681341.962119944,6407673.73158383,4.0,123,65
681347.685093308,6407863.79429563,2.0,126,67
681347.685093308,6407986.15015468,4.0,121,63
681347.762119944,6407007.86213182,16.0,128,69
681347.762119944,6407233.9226838,4.0,119,59
681347.762119944,6407447.69442024,16.0,122,62
681347.762119944,6407673.73308115,4.0,123,65
681353.485093308,6407862.79509168,2.0,126,67
681353.485093308,6407985.15324038,4.0,121,63
681353.562119944,6407007.85992325,16.0,128,69
681353.562119944,6407233.92253176,4.0,119,59
681353.562119944,6407447.69749588,16.0,120,62
681353.562119944,6407673.73409019,4.0,123,65
681359.285093308,6407861.79801498,2.0,126,67
681359.285093308,6407984.15636264,4.0,121,63
681359.362119944,6407007.86262504,16.0,125,66
681359.362119944,6407233.92256762,4.0,119,59
681359.362119944,6407447.69997917,16.0,120,62
681359.362119944,6407673.73449335,4.0,123,65
681365.085093308,6407860.80102051,2.0,126,67
681365.085093308,6407983.15903251,4.0,121,63
681365.162119944,6407007.86224777,16.0,125,66
681365.162119944,6407233.92190351,4.0,119,59
681365.162119944,6407447.70287261,16.0,120,62
681365.162119944,6407673.73451764,4.0,123,65
681370.885093308,6407859.80611773,2.0,126,67
681370.885093308,6407982.16201648,4.0,121,63
681370.962119944,6407007.86360591,16.0,124,66
681370.962119944,6407233.92322561,4.0,119,59
681370.962119944,6407447.7051541,16.0,120,62
681370.962119944,6407673.73651655,4.0,123,65
681376.685093308,6407858.81121651,2.0,126,67
681376.685093308,6407981.16503341,4.0,121,63
681376.762119944,6407007.8623822,16.0,124,66
681376.762119944,6407233.92371643,4.0,119,59
681376.762119944,6407447.70653286,16.0,120,62
681376.762119944,6407673.73850366,4.0,123,65
681382.485093308,6407857.8163116,2.0,126,67
681382.485093308,6407980.16771553,4.0,121,63
681382.562119944,6407007.86291774,16.0,128,69
681382.562119944,6407234.00901883,4.0,119,59
681382.562119944,6407447.70855835,16.0,127,68
681382.562119944,6407673.73846037,4.0,123,65
681388.285093308,6407856.8216191,2.0,126,67
681388.285093308,6407979.17034356,4.0,121,63
681388.362119944,6407007.86228042,16.0,128,69
681388.362119944,6407199.84553387,2.0,119,59
681388.362119944,6407447.71088445,16.0,127,68
681388.362119944,6407673.73841635,4.0,123,65
681394.085093308,6407855.82469791,2.0,126,67
681394.085093308,6407978.17309617,4.0,121,63
681394.162119944,6407007.8607609,16.0,125,66
681394.162119944,6407199.84731622,2.0,128,69
681394.162119944,6407464.78497853,14.0,129,65
681394.162119944,6407673.73837068,4.0,123,65
681399.885093308,6407854.82759729,2.0,126,67
681399.885093308,6407977.1738348,4.0,121,63
681399.962119944,6407007.85918236,16.0,125,66
681399.962119944,6407199.85268093,2.0,128,69
681399.962119944,6407464.78563952,14.0,129,65
681399.962119944,6407673.73831634,4.0,123,65
681405.685093308,6407853.83053808,2.0,126,67
681405.685093308,6407976.17630253,4.0,121,63
681405.762119944,6407007.85851868,16.0,124,66
681405.762119944,6407199.86216921,2.0,128,69
681405.762119944,6407464.78656498,14.0,129,65
681405.762119944,6407673.74023779,4.0,123,65
681411.485093308,6407852.83559735,2.0,126,67
681411.485093308,6407975.17880951,4.0,130,67
681411.562119944,6407007.85822866,16.0,124,66
681411.562119944,6407199.83990034,2.0,128,69
681411.562119944,6407464.78786757,14.0,129,65
681411.562119944,6407673.74018097,4.0,123,65
681417.285093308,6407851.83851353,2.0,126,67
681417.285093308,6407974.18328978,4.0,130,67
681417.362119944,6407007.85799121,16.0,125,66
681417.362119944,6407199.83987627,2.0,128,69
681417.362119944,6407464.78833603,14.0,127,68
681417.362119944,6407673.74010082,4.0,123,65
681423.085093308,6407850.84161476,2.0,126,67
681423.085093308,6407990.87058406,3.0,121,63
681423.162119945,6407007.85765898,16.0,125,66
681423.162119945,6407464.78834125,14.0,127,68
681423.162119945,6407673.74203645,4.0,123,65
681428.885093308,6407849.84457623,2.0,126,67
681428.885093308,6407989.87561902,3.0,121,63
681428.962119945,6407007.85839576,16.0,125,66
681428.962119945,6407464.78830409,14.0,129,65
681428.962119945,6407673.7419483,4.0,123,65
681434.685093308,6407848.84737648,2.0,126,67
681434.685093308,6407988.87699682,3.0,121,63
681434.762119945,6407007.85946825,16.0,125,66
681434.762119945,6407464.7891282,14.0,129,65
681434.762119945,6407673.74179697,4.0,123,65
681440.485093308,6407847.84803804,2.0,126,67
681440.485093308,6407987.87973858,3.0,121,63
681440.562119945,6407007.86140129,16.0,124,66
681440.562119945,6407464.79018919,14.0,131,68
681440.562119945,6407673.7402903,4.0,132,65
681446.285093308,6407846.84877921,2.0,126,67
681446.285093308,6407969.1969484,4.0,130,67
681446.362119945,6407007.86297597,16.0,124,66
681446.362119945,6407464.78990991,14.0,131,68
681446.362119945,6407673.74026999,4.0,132,65
681452.085093309,6407845.85156931,2.0,126,67
681452.085093309,6407968.20042455,4.0,130,67
681452.162119945,6407007.86587113,16.0,124,66
681452.162119945,6407464.78958192,14.0,127,68
681452.162119945,6407673.74028992,4.0,132,65
681457.885093309,6407844.85437619,2.0,126,67
681457.885093309,6407967.20380572,4.0,130,67
681457.962119945,6407007.86802405,16.0,124,66
681457.962119945,6407199.85169576,2.0,128,69
681457.962119945,6407464.7909584,14.0,127,68
681457.962119945,6407673.74022431,4.0,123,65
681463.685093309,6407843.85522534,2.0,126,67
681463.685093309,6407966.20836975,4.0,130,67
681463.762119945,6407007.87014019,16.0,124,66
681463.762119945,6407199.84841365,2.0,128,69
681463.762119945,6407464.79263161,14.0,127,68
681463.762119945,6407690.74748504,3.0,123,65
681469.485093309,6407842.85820871,2.0,126,67
681469.485093309,6407965.2120671,4.0,130,67
681469.562119945,6407007.8719981,16.0,124,66
681469.562119945,6407199.86213484,2.0,128,69
681469.562119945,6407464.79347806,14.0,129,65
681469.562119945,6407690.74771266,3.0,123,65
681475.285093309,6407841.8611531,2.0,126,67
681475.285093309,6407964.21502151,4.0,130,67
681475.362119945,6407007.86929872,16.0,125,66
681475.362119945,6407234.01931267,4.0,128,69
681475.362119945,6407447.7231677,16.0,131,68
681475.362119945,6407690.74726476,3.0,132,65
681481.085093309,6407840.86620437,2.0,126,67
681481.085093309,6407963.21800721,4.0,130,67
681481.162119945,6407007.87452365,16.0,125,66
681481.162119945,6407233.92441639,4.0,128,69
681481.162119945,6407447.72507901,16.0,131,68
681481.162119945,6407690.74679604,3.0,132,65
681486.885093309,6407839.86912592,2.0,126,67
681486.885093309,6407962.22089876,4.0,130,67
681486.962119945,6407007.87352472,16.0,124,66
681486.962119945,6407233.92421193,4.0,128,69
681486.962119945,6407447.72689134,16.0,127,68
681486.962119945,6407673.7418717,4.0,132,65
681492.685093309,6407838.87201022,2.0,126,67
681492.685093309,6407961.22221238,4.0,130,67
681492.762119945,6407007.87614244,16.0,125,66
681492.762119945,6407233.92460962,4.0,128,69
681492.762119945,6407447.72890935,16.0,127,68
681492.762119945,6407673.74373055,4.0,132,65
681498.485093309,6407837.87490485,2.0,126,67
681498.485093309,6407960.22522999,4.0,130,67
681498.562119945,6407041.91025925,12.0,125,66
681498.562119945,6407233.92486011,4.0,128,69
681498.562119945,6407447.7301158,16.0,127,68
681498.562119945,6407673.74338978,4.0,132,65
681504.285093309,6407836.87786208,2.0,126,67
681504.285093309,6407959.22967161,4.0,130,67
681504.362119945,6407041.9099824,12.0,125,66
681504.362119945,6407233.92561301,4.0,128,69
681504.362119945,6407447.73225153,16.0,127,68
681504.362119945,6407673.74499167,4.0,132,65
681510.085093309,6407835.88080059,2.0,126,67
681510.085093309,6407958.23242707,4.0,130,67
681510.162119945,6407059.05777981,10.0,125,66
681510.162119945,6407233.92577384,4.0,128,69
681510.162119945,6407447.73379417,16.0,131,68
681510.162119945,6407673.74874381,4.0,132,65
681515.885093309,6407834.88379143,2.0,126,67
681515.885093309,6407957.23528033,4.0,130,67
681515.962119945,6407059.06142358,10.0,125,66
681515.962119945,6407233.92427475,4.0,128,69
681515.962119945,6407447.73532063,16.0,131,68
681515.962119945,6407673.74883651,4.0,132,65
681521.685093309,6407833.88690818,2.0,126,67
681521.685093309,6407956.23848591,4.0,130,67
681521.762119945,6407059.06232238,10.0,128,69
681521.762119945,6407233.92436394,4.0,128,69
681521.762119945,6407447.73596119,16.0,131,68
681521.762119945,6407673.74979633,4.0,132,65
681527.485093309,6407832.88978225,2.0,126,67
681527.485093309,6407955.24150394,4.0,130,67
681527.562119945,6407094.5543774,3.0,128,69
681527.562119945,6407233.92456982,4.0,128,69
681527.562119945,6407447.73871304,16.0,127,68
681527.562119945,6407673.7507726,4.0,132,65
681533.285093309,6407831.89489455,2.0,126,67
681533.285093309,6407954.24357674,4.0,130,67
681533.362119945,6407111.60786262,2.0,128,69
681533.362119945,6407233.92413539,4.0,128,69
681533.362119945,6407447.73754656,16.0,127,68
681533.362119945,6407673.75035523,4.0,132,65
681539.085093309,6407830.90007626,2.0,126,67
681539.085093309,6407953.24698476,4.0,130,67
681539.162119945,6407233.92439938,4.0,128,69
681539.162119945,6407447.73768317,16.0,127,68
681539.162119945,6407673.75266727,4.0,132,65
681544.885093309,6407829.90333035,2.0,126,67
681544.885093309,6407952.25049266,4.0,130,67
681544.962119946,6407233.92412191,4.0,128,69
681544.962119946,6407447.73915046,16.0,131,68
681544.962119946,6407673.75316173,4.0,132,65
681550.685093309,6407828.9084569,2.0,126,67
681550.685093309,6407951.25255493,4.0,130,67
681550.762119945,6407447.74012384,16.0,131,68
681550.762119945,6407673.75361354,4.0,132,65
681556.485093309,6407827.91138749,2.0,130,67
681556.485093309,6407950.25559667,4.0,130,67
681556.562119946,6407447.74065063,16.0,131,68
681556.562119946,6407673.75461289,4.0,132,65
681562.285093309,6407826.91440018,2.0,130,67
681562.285093309,6407949.25857627,4.0,130,67
681562.362119946,6407447.74146517,16.0,131,68
681562.362119946,6407673.75359926,4.0,132,65
681568.085093309,6407825.9173204,2.0,130,67
681568.085093309,6407948.26133863,4.0,130,67
681568.162119946,6407447.74069252,16.0,131,68
681568.162119946,6407673.75459488,4.0,132,65
681573.88509331,6407824.92028326,2.0,130,67
681573.88509331,6407947.26416492,4.0,130,67
681573.962119946,6407447.74261591,16.0,131,68
681573.962119946,6407673.75370081,4.0,132,65
681579.68509331,6407823.92301878,2.0,130,67
681579.68509331,6407946.26729663,4.0,130,67
681579.762119946,6407447.74591844,16.0,131,68
681579.762119946,6407673.75532755,4.0,132,65
681585.48509331,6407822.92372356,2.0,130,67
681585.48509331,6407945.27059794,4.0,130,67
681585.562119946,6407673.75381848,4.0,132,65
681591.28509331,6407821.92901226,2.0,130,67
681591.28509331,6407944.27292465,4.0,130,67
681591.362119946,6407673.75473747,4.0,132,65
681597.08509331,6407820.92730181,2.0,130,67
681597.08509331,6407943.27495977,4.0,130,67
681597.162119946,6407673.75453229,4.0,132,65
681602.88509331,6407819.92113113,2.0,130,67
681602.88509331,6407942.27940304,4.0,130,67
681602.962119946,6407673.75404974,4.0,132,65
681608.68509331,6407818.92629611,2.0,130,67
681608.68509331,6407941.28232322,4.0,130,67
681614.48509331,6407817.92161875,2.0,130,67
