Easting,Northing,Weighting,Cluster_240,Cluster_480,Cluster_Parent,Cluster_Sub
681170.162119943,6407447.67545815,16.0,46,26,26,791
681270.162119943,6407673.67583084,4.0,56,33,33,977
681270.367829359,6408296.02031308,4.0,63,37,37,1082
681271.574108327,6408504.81067337,14.0,65,38,38,1131
681172.795958507,6406235.90244259,12.0,12,7,7,203
681275.885093307,6408007.08089914,4.0,61,36,36,1071
681175.962119943,6407007.84763554,16.0,31,18,18,557
681175.962119943,6407233.91340204,4.0,36,21,21,662
681175.962119943,6407447.67665766,16.0,46,26,26,795
681275.962119943,6407673.67862244,4.0,56,33,33,977
681276.167829359,6408312.03412633,3.0,63,37,37,1084
681277.374108327,6408503.8138052,14.0,65,38,38,1132
681178.595958507,6406234.89316266,12.0,12,7,7,205
681281.685093307,6408006.08445264,4.0,61,36,36,1070
681181.762119943,6407007.84941159,16.0,32,18,18,556
681181.762119943,6407233.91341086,4.0,35,20,20,634
681181.762119943,6407447.67565736,16.0,46,26,26,799
681281.762119943,6407673.68153477,4.0,56,33,33,978
681281.967829359,6408328.09651941,2.0,63,37,37,1085
681283.174108327,6408502.81491723,14.0,65,38,38,1133
681184.395958507,6406233.88468524,12.0,12,7,7,208
681287.485093307,6407882.75280739,2.0,86,50,50,1472
681287.485093307,6408005.08748503,4.0,61,36,36,1069
681187.562119943,6407007.85115829,16.0,32,18,18,558
681187.562119943,6407233.91339882,4.0,35,20,20,634
681187.562119943,6407447.67763052,16.0,46,26,26,802
681287.562119943,6407673.68386217,4.0,56,33,33,978
681288.974108327,6408501.81874697,14.0,65,38,38,1134
681190.195958507,6406232.87582221,12.0,12,7,7,209
681293.285093307,6407881.75556119,2.0,86,50,50,1473
681293.285093307,6408004.0906311,4.0,61,36,36,1068
681193.362119943,6407007.85251126,16.0,32,18,18,560
681193.362119943,6407233.91345464,4.0,35,20,20,634
681193.362119943,6407447.67917568,16.0,46,26,26,806
681293.362119943,6407690.7313532,3.0,86,50,50,1473
681294.774108327,6408500.82010007,14.0,65,38,38,1135
681195.995958507,6406231.86642414,12.0,12,7,7,211
681299.085093307,6407880.75595178,2.0,86,50,50,1473
681299.085093307,6408003.09388953,4.0,61,36,36,1067
681199.162119943,6407007.85386234,16.0,32,18,18,562
681199.162119943,6407233.91346831,4.0,35,20,20,631
681199.162119943,6407447.67947082,16.0,46,26,26,810
681299.162119943,6407690.73303767,3.0,86,50,50,1473
681300.574108327,6408534.06913528,10.0,65,38,38,1136
681201.795958507,6406230.85828118,12.0,12,7,7,213
681304.885093307,6407879.75444218,2.0,86,50,50,1473
681304.885093307,6408002.09777172,4.0,61,36,36,1067
681204.962119943,6407007.85674527,16.0,32,18,18,564
681204.962119943,6407233.91334338,4.0,35,20,20,628
681204.962119943,6407447.67973069,16.0,46,26,26,814
681304.962119943,6407690.7345622,3.0,86,50,50,1473
681306.374108327,6408533.07494747,10.0,65,38,38,1137
681207.595958507,6406229.85041993,12.0,12,7,7,215
681310.685093307,6407878.75720114,2.0,86,50,50,1474
681310.685093307,6408001.1013332,4.0,61,36,36,1066
681210.762119943,6407007.85967697,16.0,32,18,18,566
681210.762119943,6407233.91528372,4.0,35,20,20,624
681210.762119943,6407447.68135254,16.0,47,27,27,827
681210.762119943,6407690.73586812,3.0,55,32,32,948
681312.174108327,6408567.56725666,3.0,65,38,38,1137
681213.395958507,6406228.8413799,12.0,12,7,7,217
681316.485093307,6407877.75783075,2.0,86,50,50,1474
681316.485093307,6408000.10449798,4.0,61,36,36,1066
681216.562119943,6407007.86063754,16.0,32,18,18,568
681216.562119943,6407233.9150511,4.0,35,20,20,619
681216.562119943,6407447.68070888,16.0,47,27,27,824
681216.562119943,6407673.70191156,4.0,55,32,32,951
681317.974108327,6408566.57196805,3.0,65,38,38,1137
681219.195958507,6406227.83082766,12.0,12,7,7,219
681322.285093307,6407876.75846881,2.0,86,50,50,1474
681322.285093307,6407999.1076801,4.0,61,36,36,1066
681222.362119943,6407007.86355027,16.0,32,18,18,570
681222.362119943,6407233.91493704,4.0,35,20,20,613
681222.362119943,6407447.68218431,16.0,47,27,27,822
681222.362119943,6407673.70401621,4.0,55,32,32,951
681224.995958507,6406243.7689378,10.0,12,7,7,221
681328.085093307,6407875.76131954,2.0,86,50,50,1474
681328.085093307,6407998.11110847,4.0,61,36,36,1066
681228.162119943,6407007.86303813,16.0,32,18,18,572
681228.162119943,6407233.91490727,4.0,35,20,20,611
681228.162119943,6407447.68260581,16.0,47,27,27,820
681228.162119943,6407673.70606577,4.0,55,32,32,953
681230.795958507,6406242.75942278,10.0,12,7,7,223
681333.885093307,6407874.76218711,2.0,86,50,50,1474
681333.885093307,6407997.11476997,4.0,61,36,36,1067
681233.962119943,6407233.91652353,4.0,35,20,20,609
681233.962119943,6407447.68247906,16.0,47,27,27,818
681233.962119943,6407673.70833189,4.0,55,32,32,954
681233.962119944,6407042.07488285,12.0,91,16,16,525
681236.595958508,6406241.75040227,10.0,12,7,7,225
681339.685093307,6407873.76714485,2.0,86,50,50,1474
681339.685093307,6407996.11774741,4.0,61,36,36,1067
681239.762119943,6407007.86444255,16.0,32,18,18,575
681239.762119943,6407233.91613388,4.0,35,20,20,609
681239.762119943,6407447.68179152,16.0,47,27,27,816
681239.762119943,6407673.71662425,4.0,55,32,32,956
681242.395958507,6406220.0274289,10.0,12,7,7,227
681345.485093307,6407872.76797388,2.0,86,50,50,1474
681345.485093307,6407995.12118618,4.0,61,36,36,1068
681245.562119944,6407007.86385372,16.0,32,18,18,577
681245.562119944,6407233.91771956,4.0,35,20,20,608
681245.562119944,6407447.68332757,16.0,47,27,27,817
681245.562119944,6407673.71917548,4.0,55,32,32,958
681248.195958507,6406254.5051411,3.0,12,7,7,230
681351.285093307,6407871.77086422,2.0,86,50,50,1474
681351.285093307,6407994.12446384,4.0,61,36,36,1069
681251.362119944,6407007.8645089,16.0,32,18,18,579
681251.362119944,6407233.91920641,4.0,35,20,20,607
681251.362119944,6407447.68340297,16.0,47,27,27,819
681251.362119944,6407673.72132719,4.0,55,32,32,959
681253.995958508,6406270.54552917,2.0,12,7,7,231
681357.085093307,6407870.77379706,2.0,86,50,50,1475
681357.085093307,6407993.12771518,4.0,61,36,36,1070
681257.162119944,6407007.86431918,16.0,32,18,18,581
681257.162119944,6407233.91850264,4.0,35,20,20,607
681257.162119944,6407447.68427853,16.0,47,27,27,821
681257.162119944,6407673.72332868,4.0,55,32,32,961
681362.885093307,6407869.77674079,2.0,86,50,50,1475
681362.885093307,6407992.13061746,4.0,61,36,36,1071
681262.962119944,6407007.86327781,16.0,32,18,18,583
681262.962119944,6407233.91992564,4.0,35,20,20,606
681262.962119944,6407447.68499853,16.0,47,27,27,823
681262.962119944,6407673.72499539,4.0,55,32,32,962
681368.685093307,6407868.77963395,2.0,86,50,50,1475
681368.685093307,6407991.1342901,4.0,61,36,36,1071
681268.762119944,6407007.86228861,16.0,32,18,18,585
681268.762119944,6407233.9212641,4.0,35,20,20,606
681268.762119944,6407447.68576895,16.0,47,27,27,825
681268.762119944,6407673.7261012,4.0,55,32,32,963
681374.485093308,6407867.78256576,2.0,86,50,50,1475
681374.485093308,6407990.13753578,4.0,61,36,36,1072
681274.562119944,6407007.86107791,16.0,33,19,19,599
681274.562119944,6407233.92094163,4.0,35,20,20,605
681274.562119944,6407447.68733197,16.0,47,27,27,828
681274.562119944,6407673.72717536,4.0,56,33,33,977
681280.285093308,6407866.78554348,2.0,57,33,33,971
681380.285093308,6407989.14080369,4.0,61,36,36,1073
681280.362119944,6407007.86032126,16.0,33,19,19,597
681280.362119944,6407233.92043348,4.0,35,20,20,605
681280.362119944,6407447.6890544,16.0,47,27,27,830
681280.362119944,6407673.7285213,4.0,56,33,33,978
681286.085093308,6407865.78854149,2.0,57,33,33,971
681386.085093308,6407988.14395751,4.0,61,36,36,1073
681286.162119944,6407007.86027744,16.0,33,19,19,596
681286.162119944,6407233.92143135,4.0,35,20,20,604
681286.162119944,6407447.69029036,16.0,48,28,28,861
681286.162119944,6407673.73001098,4.0,56,33,33,978
681291.885093308,6407864.79352544,2.0,57,33,33,971
681391.885093308,6407987.14709635,4.0,62,37,37,1092
681291.962119944,6407007.86023569,16.0,33,19,19,593
681291.962119944,6407233.92314353,4.0,35,20,20,604
681291.962119944,6407447.69226518,16.0,48,28,28,859
681291.962119944,6407673.73158383,4.0,56,33,33,979
681297.685093308,6407863.79429563,2.0,57,33,33,971
681397.685093308,6407986.15015468,4.0,62,37,37,1093
681297.762119944,6407007.86213182,16.0,33,19,19,591
681297.762119944,6407233.9226838,4.0,35,20,20,603
681297.762119944,6407447.69442024,16.0,48,28,28,857
681297.762119944,6407673.73308115,4.0,56,33,33,979
681303.485093308,6407862.79509168,2.0,57,33,33,972
681403.485093308,6407985.15324038,4.0,62,37,37,1095
681303.562119944,6407007.85992325,16.0,33,19,19,590
681303.562119944,6407233.92253176,4.0,35,20,20,603
681303.562119944,6407447.69749588,16.0,48,28,28,855
681303.562119944,6407673.73409019,4.0,56,33,33,979
681309.285093308,6407861.79801498,2.0,57,33,33,972
681409.285093308,6407984.15636264,4.0,62,37,37,1097
681309.362119944,6407007.86262504,16.0,33,19,19,587
681309.362119944,6407233.92256762,4.0,35,20,20,603
681309.362119944,6407447.69997917,16.0,48,28,28,853
681309.362119944,6407673.73449335,4.0,56,33,33,980
681315.085093308,6407860.80102051,2.0,57,33,33,972
681415.085093308,6407983.15903251,4.0,62,37,37,1097
681315.162119944,6407007.86224777,16.0,33,19,19,586
681315.162119944,6407233.92190351,4.0,35,20,20,603
681315.162119944,6407447.70287261,16.0,48,28,28,851
681315.162119944,6407673.73451764,4.0,56,33,33,980
681320.885093308,6407859.80611773,2.0,57,33,33,973
681320.885093308,6407982.16201648,4.0,61,36,36,1068
681320.962119944,6407007.86360591,16.0,33,19,19,588
681320.962119944,6407233.92322561,4.0,35,20,20,602
681320.962119944,6407447.7051541,16.0,48,28,28,849
681320.962119944,6407673.73651655,4.0,56,33,33,981
681326.685093308,6407858.81121651,2.0,57,33,33,973
681326.685093308,6407981.16503341,4.0,61,36,36,1068
681326.762119944,6407007.8623822,16.0,33,19,19,589
681326.762119944,6407233.92371643,4.0,35,20,20,602
681326.762119944,6407447.70653286,16.0,48,28,28,846
681326.762119944,6407673.73850366,4.0,56,33,33,981
681332.485093308,6407857.8163116,2.0,57,33,33,973
681332.485093308,6407980.16771553,4.0,61,36,36,1069
681332.562119944,6407007.86291774,16.0,33,19,19,592
681332.562119944,6407234.00901883,4.0,35,20,20,602
681332.562119944,6407447.70855835,16.0,48,28,28,844
681332.562119944,6407673.73846037,4.0,56,33,33,981
681338.285093308,6407856.8216191,2.0,57,33,33,973
681338.285093308,6407979.17034356,4.0,61,36,36,1069
681338.362119944,6407007.86228042,16.0,33,19,19,594
681338.362119944,6407199.84553387,2.0,35,20,20,601
681338.362119944,6407447.71088445,16.0,48,28,28,842
681338.362119944,6407673.73841635,4.0,56,33,33,982
681344.085093308,6407855.82469791,2.0,57,33,33,974
681344.085093308,6407978.17309617,4.0,61,36,36,1070
681344.162119944,6407007.8607609,16.0,33,19,19,595
681344.162119944,6407199.84731622,2.0,35,20,20,601
681344.162119944,6407464.78497853,14.0,48,28,28,840
681344.162119944,6407673.73837068,4.0,56,33,33,982
681349.885093308,6407854.82759729,2.0,57,33,33,974
681349.885093308,6407977.1738348,4.0,61,36,36,1070
681349.962119944,6407007.85918236,16.0,33,19,19,598
681349.962119944,6407199.85268093,2.0,35,20,20,601
681349.962119944,6407464.78563952,14.0,48,28,28,838
681349.962119944,6407673.73831634,4.0,56,33,33,983
681355.685093308,6407853.83053808,2.0,57,33,33,974
681355.685093308,6407976.17630253,4.0,61,36,36,1071
681355.762119944,6407007.85851868,16.0,33,19,19,600
681355.762119944,6407199.86216921,2.0,35,20,20,601
681355.762119944,6407464.78656498,14.0,48,28,28,836
681355.762119944,6407673.74023779,4.0,56,33,33,983
681361.485093308,6407852.83559735,2.0,57,33,33,975
681361.485093308,6407975.17880951,4.0,61,36,36,1072
681361.562119944,6407007.85822866,16.0,34,20,20,615
681361.562119944,6407199.83990034,2.0,35,20,20,601
681361.562119944,6407464.78786757,14.0,48,28,28,834
681361.562119944,6407673.74018097,4.0,56,33,33,983
681367.285093308,6407851.83851353,2.0,57,33,33,975
681367.285093308,6407974.18328978,4.0,61,36,36,1072
681367.362119944,6407007.85799121,16.0,34,20,20,616
681367.362119944,6407199.83987627,2.0,35,20,20,601
681367.362119944,6407464.78833603,14.0,48,28,28,833
681367.362119944,6407673.74010082,4.0,56,33,33,984
681373.085093308,6407850.84161476,2.0,57,33,33,975
681373.085093308,6407990.87058406,3.0,61,36,36,1072
681373.162119945,6407007.85765898,16.0,34,20,20,617
681373.162119945,6407464.78834125,14.0,49,28,28,831
681373.162119945,6407673.74203645,4.0,56,33,33,984
681378.885093308,6407849.84457623,2.0,57,33,33,975
681378.885093308,6407989.87561902,3.0,61,36,36,1073
681378.962119945,6407007.85839576,16.0,34,20,20,618
681378.962119945,6407464.78830409,14.0,49,28,28,832
681378.962119945,6407673.7419483,4.0,56,33,33,985
681384.685093308,6407848.84737648,2.0,57,33,33,976
681384.685093308,6407988.87699682,3.0,61,36,36,1073
681384.762119945,6407007.85946825,16.0,34,20,20,620
681384.762119945,6407464.7891282,14.0,49,28,28,835
681384.762119945,6407673.74179697,4.0,56,33,33,985
681390.485093308,6407847.84803804,2.0,57,33,33,976
681390.485093308,6407987.87973858,3.0,61,36,36,1074
681390.562119945,6407007.86140129,16.0,34,20,20,621
681390.562119945,6407464.79018919,14.0,49,28,28,837
681390.562119945,6407673.7402903,4.0,56,33,33,985
681396.285093308,6407846.84877921,2.0,57,33,33,976
681396.285093308,6407969.1969484,4.0,62,37,37,1099
681396.362119945,6407007.86297597,16.0,34,20,20,622
681396.362119945,6407464.78990991,14.0,49,28,28,839
681396.362119945,6407673.74026999,4.0,56,33,33,986
681402.085093309,6407845.85156931,2.0,57,33,33,976
681402.085093309,6407968.20042455,4.0,62,37,37,1099
681402.162119945,6407007.86587113,16.0,34,20,20,623
681402.162119945,6407464.78958192,14.0,49,28,28,841
681402.162119945,6407673.74028992,4.0,56,33,33,987
681407.885093309,6407844.85437619,2.0,57,33,33,979
681407.885093309,6407967.20380572,4.0,62,37,37,1099
681407.962119945,6407007.86802405,16.0,34,20,20,625
681407.962119945,6407199.85169576,2.0,35,20,20,601
681407.962119945,6407464.7909584,14.0,49,28,28,843
681407.962119945,6407673.74022431,4.0,56,33,33,987
681413.685093309,6407843.85522534,2.0,57,33,33,980
681413.685093309,6407966.20836975,4.0,62,37,37,1099
681413.762119945,6407007.87014019,16.0,34,20,20,626
681413.762119945,6407199.84841365,2.0,35,20,20,601
681413.762119945,6407464.79263161,14.0,49,28,28,845
681413.762119945,6407690.74748504,3.0,56,33,33,986
681419.485093309,6407842.85820871,2.0,57,33,33,980
681419.485093309,6407965.2120671,4.0,62,37,37,1100
681419.562119945,6407007.8719981,16.0,34,20,20,627
681419.562119945,6407199.86213484,2.0,35,20,20,602
681419.562119945,6407464.79347806,14.0,49,28,28,847
681419.562119945,6407690.74771266,3.0,56,33,33,987
681425.285093309,6407841.8611531,2.0,57,33,33,981
681425.285093309,6407964.21502151,4.0,62,37,37,1100
681425.362119945,6407007.86929872,16.0,34,20,20,629
681425.362119945,6407234.01931267,4.0,35,20,20,604
681425.362119945,6407447.7231677,16.0,49,28,28,848
681425.362119945,6407690.74726476,3.0,56,33,33,988
681431.085093309,6407840.86620437,2.0,57,33,33,982
681431.085093309,6407963.21800721,4.0,62,37,37,1100
681431.162119945,6407007.87452365,16.0,34,20,20,630
681431.162119945,6407233.92441639,4.0,35,20,20,604
681431.162119945,6407447.72507901,16.0,49,28,28,850
681431.162119945,6407690.74679604,3.0,56,33,33,988
681436.885093309,6407839.86912592,2.0,57,33,33,983
681436.885093309,6407962.22089876,4.0,62,37,37,1101
681436.962119945,6407007.87352472,16.0,34,20,20,632
681436.962119945,6407233.92421193,4.0,35,20,20,605
681436.962119945,6407447.72689134,16.0,49,28,28,852
681436.962119945,6407673.7418717,4.0,56,33,33,989
681442.685093309,6407838.87201022,2.0,57,33,33,984
681442.685093309,6407961.22221238,4.0,62,37,37,1102
681442.762119945,6407007.87614244,16.0,34,20,20,633
681442.762119945,6407233.92460962,4.0,35,20,20,605
681442.762119945,6407447.72890935,16.0,49,28,28,854
681442.762119945,6407673.74373055,4.0,56,33,33,989
681448.485093309,6407837.87490485,2.0,57,33,33,984
681448.485093309,6407960.22522999,4.0,62,37,37,1102
681448.562119945,6407041.91025925,12.0,35,20,20,612
681448.562119945,6407233.92486011,4.0,35,20,20,606
681448.562119945,6407447.7301158,16.0,49,28,28,856
681448.562119945,6407673.74338978,4.0,56,33,33,990
681454.285093309,6407836.87786208,2.0,57,33,33,985
681454.285093309,6407959.22967161,4.0,62,37,37,1103
681454.362119945,6407041.9099824,12.0,35,20,20,614
681454.362119945,6407233.92561301,4.0,35,20,20,606
681454.362119945,6407447.73225153,16.0,49,28,28,858
681454.362119945,6407673.74499167,4.0,56,33,33,990
681460.085093309,6407835.88080059,2.0,57,33,33,986
681460.085093309,6407958.23242707,4.0,62,37,37,1103
681460.162119945,6407059.05777981,10.0,35,20,20,610
681460.162119945,6407233.92577384,4.0,35,20,20,607
681460.162119945,6407447.73379417,16.0,49,28,28,860
681460.162119945,6407673.74874381,4.0,56,33,33,991
681465.885093309,6407834.88379143,2.0,57,33,33,986
681465.885093309,6407957.23528033,4.0,62,37,37,1104
681465.962119945,6407059.06142358,10.0,35,20,20,611
681465.962119945,6407233.92427475,4.0,35,20,20,607
681465.962119945,6407447.73532063,16.0,50,29,29,865
681465.962119945,6407673.74883651,4.0,56,33,33,991
681471.685093309,6407833.88690818,2.0,57,33,33,987
681471.685093309,6407956.23848591,4.0,62,37,37,1104
681471.762119945,6407059.06232238,10.0,35,20,20,613
681471.762119945,6407233.92436394,4.0,35,20,20,608
681471.762119945,6407447.73596119,16.0,50,29,29,866
681471.762119945,6407673.74979633,4.0,56,33,33,992
681477.485093309,6407832.88978225,2.0,57,33,33,988
681477.485093309,6407955.24150394,4.0,62,37,37,1105
681477.562119945,6407094.5543774,3.0,35,20,20,609
681477.562119945,6407233.92456982,4.0,35,20,20,608
681477.562119945,6407447.73871304,16.0,50,29,29,867
681477.562119945,6407673.7507726,4.0,56,33,33,992
681483.285093309,6407831.89489455,2.0,57,33,33,988
681483.285093309,6407954.24357674,4.0,62,37,37,1106
681483.362119945,6407111.60786262,2.0,35,20,20,608
681483.362119945,6407233.92413539,4.0,35,20,20,609
681483.362119945,6407447.73754656,16.0,50,29,29,868
681483.362119945,6407673.75035523,4.0,56,33,33,993
681489.085093309,6407830.90007626,2.0,57,33,33,988
681489.085093309,6407953.24698476,4.0,62,37,37,1107
681489.162119945,6407233.92439938,4.0,35,20,20,610
681489.162119945,6407447.73768317,16.0,50,29,29,869
681489.162119945,6407673.75266727,4.0,56,33,33,993
681494.885093309,6407829.90333035,2.0,57,33,33,989
681494.885093309,6407952.25049266,4.0,62,37,37,1107
681494.962119946,6407233.92412191,4.0,35,20,20,612
681494.962119946,6407447.73915046,16.0,50,29,29,870
681494.962119946,6407673.75316173,4.0,56,33,33,993
681500.685093309,6407828.9084569,2.0,56,33,33,989
681500.685093309,6407951.25255493,4.0,62,37,37,1108
681500.762119945,6407447.74012384,16.0,50,29,29,871
681500.762119945,6407673.75361354,4.0,56,33,33,994
681506.485093309,6407827.91138749,2.0,56,33,33,990
681506.485093309,6407950.25559667,4.0,62,37,37,1108
681506.562119946,6407447.74065063,16.0,50,29,29,872
681506.562119946,6407673.75461289,4.0,56,33,33,994
681512.285093309,6407826.91440018,2.0,56,33,33,991
681512.285093309,6407949.25857627,4.0,62,37,37,1109
681512.362119946,6407447.74146517,16.0,50,29,29,873
681512.362119946,6407673.75359926,4.0,56,33,33,995
681518.085093309,6407825.9173204,2.0,56,33,33,991
681518.085093309,6407948.26133863,4.0,62,37,37,1109
681518.162119946,6407447.74069252,16.0,50,29,29,874
681518.162119946,6407673.75459488,4.0,56,33,33,995
681523.88509331,6407824.92028326,2.0,56,33,33,992
681523.88509331,6407947.26416492,4.0,62,37,37,1110
681523.962119946,6407447.74261591,16.0,50,29,29,875
681523.962119946,6407673.75370081,4.0,56,33,33,996
681529.68509331,6407823.92301878,2.0,56,33,33,992
681529.68509331,6407946.26729663,4.0,62,37,37,1110
681529.762119946,6407447.74591844,16.0,50,29,29,876
681529.762119946,6407673.75532755,4.0,56,33,33,996
681535.48509331,6407822.92372356,2.0,56,33,33,993
681535.48509331,6407945.27059794,4.0,62,37,37,1110
681535.562119946,6407673.75381848,4.0,56,33,33,997
681541.28509331,6407821.92901226,2.0,56,33,33,994
681541.28509331,6407944.27292465,4.0,62,37,37,1110
681541.362119946,6407673.75473747,4.0,56,33,33,997
681547.08509331,6407820.92730181,2.0,56,33,33,994
681547.08509331,6407943.27495977,4.0,62,37,37,1111
681547.162119946,6407673.75453229,4.0,56,33,33,998
681552.88509331,6407819.92113113,2.0,56,33,33,995
681552.88509331,6407942.27940304,4.0,62,37,37,1111
681552.962119946,6407673.75404974,4.0,56,33,33,998
681558.68509331,6407818.92629611,2.0,56,33,33,995
681558.68509331,6407941.28232322,4.0,62,37,37,1111
681564.48509331,6407817.92161875,2.0,56,33,33,996
681564.48509331,6407940.28559829,4.0,62,37,37,1111
681570.28509331,6407816.91797477,2.0,56,33,33,996
681570.28509331,6407939.28732022,4.0,62,37,37,1112
681576.08509331,6407815.92096483,2.0,56,33,33,997
681576.08509331,6407938.28989157,4.0,62,37,37,1112
681581.88509331,6407814.92212465,2.0,56,33,33,997
681581.88509331,6407937.29355641,4.0,62,37,37,1112
681587.68509331,6407813.92488386,2.0,56,33,33,998
681587.68509331,6407936.2966393,4.0,62,37,37,1112
681593.48509331,6407935.30004257,4.0,62,37,37,1113
681599.28509331,6407934.30132169,4.0,62,37,37,1113
681605.08509331,6407950.97133102,3.0,62,37,37,1113
681610.88509331,6407932.91776709,2.0,62,37,37,1113
