Easting,Northing,Weighting,Cluster_240,Cluster_480,Cluster_Parent,Cluster_Sub
680643.762119938,6406708.63223758,16.0,26,15,15,470
680643.762119938,6406934.64251924,4.0,28,16,16,494
680643.762119938,6407077.48103886,4.0,93,53,53,1515
680643.762119938,6407233.86417458,4.0,37,21,21,661
680643.762119938,6407447.65425703,16.0,39,23,23,711
680643.762119938,6407656.70244824,3.0,50,29,29,862
680644.013887528,6405991.0638689,16.0,14,8,8,242
680644.013887528,6406286.94286419,12.0,8,5,5,152
680646.812965019,6408472.35040972,16.0,67,39,39,1167
680646.812965019,6408684.40875915,4.0,72,41,41,1217
680646.812965019,6408927.54415418,14.0,81,34,34,1031
680649.562119938,6406708.6354193,16.0,26,15,15,471
680649.562119938,6406934.64216665,4.0,28,16,16,493
680649.562119938,6407077.47932417,4.0,93,53,53,1515
680649.562119938,6407233.86462845,4.0,37,21,21,661
680649.562119938,6407447.65510067,16.0,39,23,23,709
680649.562119938,6407656.70092065,3.0,50,29,29,862
680649.813887528,6405991.0658003,16.0,14,8,8,244
680649.813887528,6406269.84300279,14.0,8,5,5,149
680652.612965018,6408684.40875567,4.0,72,41,41,1218
680652.612965019,6408472.34870347,16.0,67,39,39,1165
680652.612965019,6408927.53656131,14.0,81,34,34,1030
680655.362119938,6406708.63904589,16.0,26,15,15,472
680655.362119938,6406951.64545036,3.0,28,16,16,493
680655.362119938,6407077.47969897,4.0,93,53,53,1514
680655.362119938,6407233.86515997,4.0,37,21,21,660
680655.362119938,6407447.65570225,16.0,39,23,23,707
680655.362119938,6407656.69991552,3.0,51,30,30,915
680655.613887528,6405991.06703854,16.0,14,8,8,246
680655.613887528,6406252.60705208,12.0,8,5,5,146
680658.412965019,6408472.35009514,16.0,67,39,39,1163
680658.412965019,6408684.4084901,4.0,72,41,41,1218
680658.412965019,6408910.48332291,16.0,77,45,45,1317
680661.162119938,6406708.64360689,16.0,26,15,15,473
680661.162119938,6406951.64627984,3.0,28,16,16,493
680661.162119938,6407077.47818644,4.0,93,53,53,1514
680661.162119938,6407233.865454,4.0,37,21,21,660
680661.162119938,6407447.65557048,16.0,39,23,23,705
680661.162119938,6407656.69945702,3.0,51,30,30,915
680661.413887529,6405991.07038173,16.0,14,8,8,249
680661.413887529,6406252.60703193,12.0,8,5,5,144
680664.212965019,6408472.3502169,16.0,67,39,39,1161
680664.212965019,6408684.40866353,4.0,72,41,41,1218
680664.212965019,6408910.48213741,16.0,77,45,45,1319
680666.962119938,6406708.64758603,16.0,27,15,15,474
680666.962119938,6406951.64504414,3.0,28,16,16,493
680666.962119938,6407077.4782669,4.0,93,53,53,1513
680666.962119938,6407233.86718014,4.0,37,21,21,659
680666.962119938,6407447.65663145,16.0,39,23,23,703
680666.962119938,6407656.70152139,3.0,51,30,30,913
680667.213887529,6405991.07061662,16.0,14,8,8,251
680667.213887529,6406252.60728311,12.0,8,5,5,142
680670.012965019,6408472.35154895,16.0,67,39,39,1159
680670.012965019,6408684.40957205,4.0,72,41,41,1218
680670.012965019,6408910.48253879,16.0,77,45,45,1321
680672.762119938,6406708.6511573,16.0,27,15,15,475
680672.762119938,6406951.64505633,3.0,28,16,16,493
680672.762119938,6407077.47814076,4.0,93,53,53,1513
680672.762119938,6407233.86820697,4.0,37,21,21,658
680672.762119938,6407447.65690747,16.0,39,23,23,701
680672.762119938,6407656.7103309,3.0,51,30,30,913
680673.013887529,6405991.07042605,16.0,14,8,8,253
680673.013887529,6406252.6103014,12.0,8,5,5,140
680675.812965019,6408489.41753611,14.0,67,39,39,1157
680675.812965019,6408684.41019005,4.0,73,43,43,1253
680675.812965019,6408910.48276903,16.0,77,45,45,1323
680678.562119938,6406708.65619372,16.0,27,15,15,476
680678.562119938,6406934.64083021,4.0,28,16,16,495
680678.562119938,6407077.47786587,4.0,93,53,53,1512
680678.562119938,6407233.86544394,4.0,37,21,21,658
680678.562119938,6407447.65767844,16.0,39,23,23,699
680678.562119938,6407656.70633559,3.0,51,30,30,911
680678.813887529,6405991.07123993,16.0,14,8,8,255
680678.813887529,6406252.61053564,12.0,8,5,5,138
680681.612965019,6408489.42028018,14.0,67,39,39,1155
680681.612965019,6408684.41015956,4.0,73,43,43,1253
680681.612965019,6408910.4822928,16.0,77,45,45,1325
680684.362119938,6406708.66085014,16.0,27,15,15,477
680684.362119938,6406934.64096105,4.0,28,16,16,495
680684.362119938,6407077.47956423,4.0,93,53,53,1512
680684.362119938,6407233.86461667,4.0,37,21,21,657
680684.362119938,6407447.65736832,16.0,39,23,23,696
680684.362119938,6407656.70897322,3.0,51,30,30,909
680684.613887529,6405991.0726324,16.0,14,8,8,257
680684.613887529,6406217.14685785,4.0,8,5,5,135
680687.412965019,6408489.42137167,14.0,67,39,39,1153
680687.412965019,6408684.41114307,4.0,73,43,43,1253
680687.412965019,6408910.48419793,16.0,77,45,45,1327
680690.162119938,6406708.66652079,16.0,27,15,15,478
680690.162119938,6406934.64093948,4.0,28,16,16,496
680690.162119938,6407077.48114541,4.0,93,53,53,1511
680690.162119938,6407233.86312322,4.0,37,21,21,656
680690.162119938,6407447.65714307,16.0,40,23,23,697
680690.162119938,6407656.70981179,3.0,51,30,30,907
680690.413887529,6405991.07497334,16.0,14,8,8,259
680690.413887529,6406217.14583782,4.0,8,5,5,133
680693.212965019,6408489.42000927,14.0,67,39,39,1152
680693.212965019,6408684.41143239,4.0,73,43,43,1253
680693.212965019,6408910.4846647,16.0,77,45,45,1329
680695.962119938,6406708.67027562,16.0,27,15,15,482
680695.962119938,6406934.64087778,4.0,28,16,16,496
680695.962119938,6407077.48089006,4.0,93,53,53,1511
680695.962119938,6407233.86123678,4.0,37,21,21,655
680695.962119938,6407447.65928606,16.0,40,23,23,698
680695.962119938,6407656.70901461,3.0,51,30,30,905
680696.213887529,6405991.07497988,16.0,14,8,8,261
680696.213887529,6406217.14557109,4.0,8,5,5,131
680699.012965019,6408472.35470922,16.0,67,39,39,1149
680699.012965019,6408684.41225522,4.0,73,43,43,1254
680699.012965019,6408910.48382552,16.0,77,45,45,1331
680701.762119938,6406708.67541407,16.0,27,15,15,483
680701.762119938,6406934.64844196,4.0,28,16,16,497
680701.762119938,6407077.48067036,4.0,93,53,53,1510
680701.762119938,6407250.90161611,3.0,37,21,21,655
680701.762119938,6407447.65909215,16.0,40,23,23,700
680701.762119938,6407656.70826735,3.0,51,30,30,902
680702.013887529,6405991.07417598,16.0,13,6,6,194
680702.013887529,6406217.14701598,4.0,8,5,5,129
680704.812965019,6408472.35591066,16.0,67,39,39,1147
680704.812965019,6408684.41353029,4.0,73,43,43,1254
680704.812965019,6408910.48221777,16.0,77,45,45,1332
680707.562119938,6406708.68051365,16.0,27,15,15,484
680707.562119938,6406934.64334983,4.0,28,16,16,497
680707.562119938,6407077.48257736,4.0,93,53,53,1510
680707.562119938,6407447.65823771,16.0,40,23,23,702
680707.562119938,6407656.70756008,3.0,51,30,30,902
680707.562119939,6407250.89417399,3.0,37,21,21,654
680707.813887529,6405991.07341539,16.0,13,6,6,193
680707.813887529,6406217.14640772,4.0,8,5,5,127
680710.612965019,6408472.35641246,16.0,66,39,39,1146
680710.612965019,6408684.41453079,4.0,73,43,43,1254
680710.612965019,6408910.48149516,16.0,78,46,46,1347
680713.362119938,6406708.69091745,16.0,27,15,15,485
680713.362119938,6406934.64348036,4.0,28,16,16,497
680713.362119938,6407077.48236534,4.0,93,53,53,1510
680713.362119938,6407250.89879912,3.0,37,21,21,653
680713.362119938,6407447.66038357,16.0,40,23,23,704
680713.362119938,6407656.70675414,3.0,51,30,30,900
680713.613887529,6406008.14916673,14.0,13,6,6,192
680713.613887529,6406217.14613039,4.0,8,5,5,125
680716.412965019,6408472.35672927,16.0,66,39,39,1148
680716.412965019,6408684.41501798,4.0,73,43,43,1254
680716.412965019,6408910.48194424,16.0,78,46,46,1345
680719.162119938,6406708.69782199,16.0,27,15,15,487
680719.162119938,6406934.64355364,4.0,28,16,16,497
680719.162119938,6407077.48230539,4.0,93,53,53,1510
680719.162119938,6407250.89941512,3.0,37,21,21,652
680719.162119938,6407447.66064963,16.0,40,23,23,706
680719.162119938,6407656.70569856,3.0,51,30,30,898
680719.413887529,6406060.72596535,4.0,13,6,6,191
680719.413887529,6406217.1459472,4.0,8,5,5,125
680722.212965019,6408472.36127619,16.0,66,39,39,1150
680722.212965019,6408684.41589283,4.0,73,43,43,1255
680722.212965019,6408910.48315468,16.0,78,46,46,1342
680724.962119939,6406708.70542548,16.0,27,15,15,489
680724.962119939,6406934.64363003,4.0,28,16,16,498
680724.962119939,6407077.48226333,4.0,92,53,53,1511
680724.962119939,6407233.84442756,4.0,37,21,21,652
680724.962119939,6407447.66128441,16.0,40,23,23,708
680724.962119939,6407656.7060742,3.0,51,30,30,896
680725.213887529,6406060.72597161,4.0,13,6,6,191
680725.213887529,6406217.14613732,4.0,8,5,5,123
680728.012965019,6408472.36318057,16.0,66,39,39,1151
680728.012965019,6408684.41687868,4.0,73,43,43,1255
680728.012965019,6408910.48262222,16.0,78,46,46,1341
680730.762119939,6406753.65820357,10.0,27,15,15,486
680730.762119939,6406934.64359797,4.0,28,16,16,498
680730.762119939,6407077.48226237,4.0,92,53,53,1511
680730.762119939,6407233.84509204,4.0,37,21,21,651
680730.762119939,6407447.66242393,16.0,40,23,23,710
680730.762119939,6407656.70310625,3.0,51,30,30,894
680731.013887529,6406060.72408588,4.0,13,6,6,191
680731.013887529,6406183.0849052,2.0,8,5,5,124
680733.812965019,6408472.36339811,16.0,66,39,39,1154
680733.812965019,6408684.41796391,4.0,73,43,43,1255
680733.812965019,6408910.48361877,16.0,78,46,46,1338
680736.562119939,6406753.65808838,10.0,27,15,15,488
680736.562119939,6406934.64373097,4.0,28,16,16,498
680736.562119939,6407077.48237769,4.0,92,53,53,1512
680736.562119939,6407233.8450897,4.0,37,21,21,650
680736.562119939,6407447.66263016,16.0,40,23,23,712
680736.562119939,6407656.70388022,3.0,51,30,30,894
680736.813887529,6406094.77941014,2.0,13,6,6,190
680736.813887529,6406183.08669399,2.0,8,5,5,123
680739.612965019,6408472.36385228,16.0,66,39,39,1156
680739.612965019,6408684.41978404,4.0,73,43,43,1255
680739.612965019,6408910.48404269,16.0,78,46,46,1337
680742.362119939,6406934.64374718,4.0,28,16,16,498
680742.362119939,6407077.48252521,4.0,92,53,53,1512
680742.362119939,6407233.84589482,4.0,37,21,21,649
680742.362119939,6407447.6657726,16.0,40,23,23,715
680742.362119939,6407656.70426804,3.0,51,30,30,892
680742.613887529,6406094.77925221,2.0,13,6,6,190
680742.613887529,6406183.0859907,2.0,8,5,5,123
680745.412965019,6408472.3624196,16.0,66,39,39,1158
680745.412965019,6408684.42038624,4.0,73,43,43,1256
680745.412965019,6408910.4844191,16.0,78,46,46,1335
680748.162119939,6406934.64375333,4.0,28,16,16,499
680748.162119939,6407077.48077126,4.0,92,53,53,1513
680748.162119939,6407233.84551495,4.0,37,21,21,649
680748.162119939,6407447.66688086,16.0,40,23,23,717
680748.162119939,6407743.38128546,16.0,51,30,30,882
680748.413887529,6406183.08579527,2.0,8,5,5,123
680751.212965019,6408472.36351627,16.0,66,39,39,1160
680751.212965019,6408684.42061446,4.0,73,43,43,1256
680751.21296502,6408910.48344598,16.0,78,46,46,1333
680753.962119939,6406934.6436508,4.0,28,16,16,499
680753.962119939,6407077.47915989,4.0,92,53,53,1513
680753.962119939,6407233.84606416,4.0,37,21,21,648
680753.962119939,6407447.66812621,16.0,40,23,23,719
680753.962119939,6407760.47658773,14.0,51,30,30,889
680754.213887529,6406183.08570389,2.0,8,5,5,123
680757.012965019,6408472.36523186,16.0,66,39,39,1162
680757.012965019,6408684.42147107,4.0,73,43,43,1256
680757.01296502,6408910.48321482,16.0,78,46,46,1334
680759.762119939,6406934.64514872,4.0,28,16,16,499
680759.762119939,6407077.47792921,4.0,92,53,53,1514
680759.762119939,6407233.84629979,4.0,37,21,21,647
680759.762119939,6407447.66905671,16.0,40,23,23,721
680759.762119939,6407760.47273454,14.0,51,30,30,888
680759.967833319,6407973.43007936,2.0,86,50,50,1443
680759.967833319,6408061.69947636,2.0,81,34,34,1019
680760.013887529,6406183.08601917,2.0,8,5,5,123
680762.812965019,6408472.36622025,16.0,66,39,39,1164
680762.812965019,6408684.42234207,4.0,73,43,43,1256
680762.812965019,6408910.48306353,16.0,78,46,46,1336
680765.562119939,6406934.64628593,4.0,28,16,16,500
680765.562119939,6407077.4759941,4.0,92,53,53,1514
680765.562119939,6407233.84604948,4.0,37,21,21,646
680765.562119939,6407447.67029661,16.0,40,23,23,723
680765.562119939,6407760.47484406,14.0,51,30,30,886
680765.767833319,6407972.43286118,2.0,86,50,50,1443
680765.767833319,6408060.70420708,2.0,81,34,34,1019
680765.813887529,6406183.08599846,2.0,8,5,5,123
680768.61296502,6408472.36791245,16.0,66,39,39,1166
680768.61296502,6408684.42319293,4.0,73,43,43,1257
680768.61296502,6408910.48421928,16.0,78,46,46,1339
680771.362119939,6406934.64479995,4.0,28,16,16,500
680771.362119939,6407077.47493131,4.0,92,53,53,1515
680771.362119939,6407233.84344217,4.0,37,21,21,646
680771.362119939,6407447.67108874,16.0,40,23,23,725
680771.362119939,6407760.4744129,14.0,51,30,30,885
680771.567833319,6407971.43581949,2.0,58,34,34,1022
680771.567833319,6408059.70887563,2.0,81,34,34,1018
680774.412965019,6408472.37013429,16.0,66,39,39,1168
680774.412965019,6408684.42398129,4.0,73,43,43,1257
680774.41296502,6408910.48350087,16.0,78,46,46,1340
680777.162119939,6406968.70069345,2.0,28,16,16,499
680777.162119939,6407077.47326167,4.0,92,53,53,1515
680777.162119939,6407233.84112241,4.0,37,21,21,645
680777.162119939,6407447.67356816,16.0,41,24,24,754
680777.162119939,6407743.37612282,16.0,51,30,30,877
680777.367833319,6407970.4386942,2.0,57,33,33,1001
680777.367833319,6408058.71179621,2.0,81,34,34,1018
680780.21296502,6408472.37262345,16.0,66,39,39,1170
680780.21296502,6408684.4257393,4.0,73,43,43,1257
680780.21296502,6408910.48291291,16.0,78,46,46,1343
680782.962119939,6406968.69979727,2.0,28,16,16,499
680782.962119939,6407077.47442455,4.0,92,53,53,1516
680782.962119939,6407233.83864102,4.0,37,21,21,645
680782.962119939,6407447.67486677,16.0,41,24,24,752
680782.962119939,6407743.37740423,16.0,51,30,30,878
680783.167833319,6407969.43949352,2.0,57,33,33,1001
680783.167833319,6408057.71459961,2.0,81,34,34,1018
680786.01296502,6408472.37417478,16.0,66,39,39,1172
680786.01296502,6408684.42701798,4.0,73,43,43,1257
680786.01296502,6408910.48314901,16.0,78,46,46,1344
680788.762119939,6406968.7006818,2.0,28,16,16,500
680788.762119939,6407077.47616968,4.0,92,53,53,1516
680788.762119939,6407233.83729026,4.0,37,21,21,644
680788.762119939,6407447.67667787,16.0,41,24,24,750
680788.762119939,6407743.37926409,16.0,51,30,30,879
680788.967833319,6407968.44461666,2.0,57,33,33,1001
680788.967833319,6408056.71734868,2.0,58,34,34,1018
680791.81296502,6408472.37437447,16.0,66,39,39,1174
680791.81296502,6408684.42821328,4.0,73,43,43,1258
680791.81296502,6408910.48307653,16.0,78,46,46,1346
680794.562119939,6406968.70110984,2.0,28,16,16,500
680794.562119939,6407077.47697905,4.0,92,53,53,1517
680794.562119939,6407233.83302142,4.0,37,21,21,644
680794.562119939,6407447.68002615,16.0,41,24,24,748
680794.562119939,6407743.38071155,16.0,51,30,30,880
680794.767833319,6407967.44754036,2.0,57,33,33,1001
680794.767833319,6408055.72028821,2.0,58,34,34,1018
680797.61296502,6408472.37530057,16.0,65,38,38,1145
680797.61296502,6408684.43056774,4.0,73,43,43,1258
680797.61296502,6408910.48260811,16.0,79,47,47,1376
680800.362119939,6406968.70134757,2.0,28,16,16,500
680800.362119939,6407077.47981657,4.0,92,53,53,1517
680800.362119939,6407233.82852384,4.0,37,21,21,643
680800.362119939,6407447.6843205,16.0,41,24,24,746
680800.362119939,6407743.38397704,16.0,51,30,30,881
680800.567833319,6407966.45041719,2.0,57,33,33,1001
680800.567833319,6408054.72500482,2.0,58,34,34,1018
680803.41296502,6408472.37528417,16.0,65,38,38,1144
680803.41296502,6408684.43252098,4.0,73,43,43,1258
680803.41296502,6408910.48312041,16.0,79,47,47,1374
680806.162119939,6406968.70100878,2.0,28,16,16,500
680806.162119939,6407077.48107766,4.0,92,53,53,1518
680806.162119939,6407233.82260255,4.0,37,21,21,643
680806.162119939,6407447.68460038,16.0,41,24,24,745
680806.162119939,6407743.38328183,16.0,51,30,30,883
680806.367833319,6407965.45130948,2.0,57,33,33,1001
680806.367833319,6408070.78474639,3.0,58,34,34,1015
680809.21296502,6408472.376255,16.0,65,38,38,1143
680809.21296502,6408684.43465585,4.0,73,43,43,1258
680809.21296502,6408910.48249393,16.0,79,47,47,1372
680811.962119939,6406968.69993201,2.0,28,16,16,501
680811.962119939,6407077.48267471,4.0,92,53,53,1518
680811.962119939,6407233.8181896,4.0,37,21,21,642
680811.962119939,6407447.68590759,16.0,41,24,24,743
680811.962119939,6407743.38368179,16.0,51,30,30,884
680812.167833319,6407964.4562745,2.0,57,33,33,1000
680812.167833319,6408069.78747713,3.0,58,34,34,1014
680815.01296502,6408472.37640402,16.0,65,38,38,1142
680815.01296502,6408684.43599367,4.0,73,43,43,1259
680815.01296502,6408910.48383444,16.0,79,47,47,1370
680817.762119939,6406968.6992057,2.0,28,16,16,501
680817.762119939,6407077.48256594,4.0,92,53,53,1519
680817.762119939,6407233.8137268,4.0,37,21,21,642
680817.762119939,6407447.68891445,16.0,41,24,24,741
680817.762119939,6407743.38277898,16.0,52,30,30,887
680817.967833319,6407963.4571276,2.0,57,33,33,1000
680817.967833319,6408068.79039212,3.0,58,34,34,1014
680820.395958503,6406304.95474,2.0,13,6,6,190
680820.81296502,6408472.37786421,16.0,65,38,38,1141
680820.81296502,6408684.43828909,4.0,73,43,43,1259
680820.81296502,6408910.48412939,16.0,79,47,47,1368
680823.562119939,6406968.69745939,2.0,28,16,16,501
680823.562119939,6407077.48113603,4.0,92,53,53,1519
680823.562119939,6407233.80874655,4.0,37,21,21,641
680823.562119939,6407447.68840905,16.0,41,24,24,739
680823.562119939,6407743.38292631,16.0,52,30,30,890
680823.767833319,6407962.46224337,2.0,57,33,33,1000
680823.767833319,6408067.79342062,3.0,58,34,34,1014
680826.195958503,6406303.94724553,2.0,13,6,6,190
680826.61296502,6408472.37693969,16.0,65,38,38,1140
680826.61296502,6408684.43980139,4.0,73,43,43,1259
680826.61296502,6408910.4833717,16.0,79,47,47,1366
680829.362119939,6406968.69657033,2.0,28,16,16,501
680829.362119939,6407077.48254531,4.0,92,53,53,1520
680829.362119939,6407233.80219691,4.0,37,21,21,641
680829.362119939,6407447.6858857,16.0,41,24,24,737
680829.362119939,6407743.38247984,16.0,52,30,30,891
680829.567833319,6407961.46528578,2.0,57,33,33,1000
680829.567833319,6408066.79627371,3.0,58,34,34,1014
680831.995958503,6406302.93888836,2.0,13,6,6,190
680832.41296502,6408472.37798104,16.0,65,38,38,1139
680832.41296502,6408684.44125654,4.0,73,43,43,1259
680832.41296502,6408910.48164387,16.0,79,47,47,1364
680835.162119939,6406968.69561716,2.0,28,16,16,501
680835.162119939,6407077.48065081,4.0,92,53,53,1520
680835.162119939,6407233.79345318,4.0,37,21,21,640
680835.162119939,6407447.68490427,16.0,41,24,24,735
680835.162119939,6407743.38230938,16.0,52,30,30,893
680835.367833319,6407960.46825519,2.0,57,33,33,1000
680835.367833319,6408065.79932723,3.0,58,34,34,1014
680837.795958503,6406284.87644821,3.0,13,6,6,190
680838.21296502,6408472.37732692,16.0,65,38,38,1138
680838.21296502,6408684.44400118,4.0,73,43,43,1260
680838.21296502,6408910.48278682,16.0,79,47,47,1362
680840.962119939,6406968.69513783,2.0,28,16,16,501
680840.962119939,6407077.48085383,4.0,92,53,53,1521
680840.962119939,6407233.78925706,4.0,37,21,21,640
680840.962119939,6407447.68122753,16.0,41,24,24,733
680840.962119939,6407743.38020446,16.0,52,30,30,895
680841.167833319,6407959.47119457,2.0,57,33,33,1000
680841.167833319,6408064.8004453,3.0,58,34,34,1015
680843.595958503,6406283.86811865,3.0,13,6,6,190
680844.01296502,6408684.44714197,4.0,73,43,43,1260
680844.01296502,6408910.48330193,16.0,79,47,47,1360
680846.762119939,6406968.69513734,2.0,28,16,16,501
680846.762119939,6407077.47904314,4.0,92,53,53,1521
680846.762119939,6407233.77722501,4.0,37,21,21,639
680846.762119939,6407447.6753689,16.0,41,24,24,731
680846.762119939,6407743.37903247,16.0,52,30,30,897
680846.967833319,6407958.47640021,2.0,57,33,33,1000
680846.967833319,6408063.80340126,3.0,58,34,34,1015
680849.395958503,6406282.85956226,3.0,13,6,6,189
680849.81296502,6408684.45074332,4.0,73,43,43,1261
680849.81296502,6408910.48408044,16.0,79,47,47,1358
680852.56211994,6406968.68311907,2.0,28,16,16,501
680852.56211994,6407077.47661251,4.0,92,53,53,1522
680852.56211994,6407233.77749972,4.0,37,21,21,639
680852.56211994,6407447.67544331,16.0,41,24,24,728
680852.56211994,6407743.37726395,16.0,52,30,30,899
680852.767833319,6407957.47938357,2.0,57,33,33,1000
680852.767833319,6408062.80646424,3.0,58,34,34,1015
680855.195958504,6406212.14963074,14.0,8,5,5,124
680855.61296502,6408684.45420016,4.0,73,43,43,1261
680855.61296502,6408910.48245455,16.0,79,47,47,1356
680858.36211994,6406968.68629861,2.0,28,16,16,502
680858.36211994,6407077.47565801,4.0,92,53,53,1522
680858.36211994,6407233.77460092,4.0,37,21,21,638
680858.36211994,6407447.67508076,16.0,41,24,24,726
680858.36211994,6407743.3758557,16.0,52,30,30,901
680858.56783332,6407956.48239076,2.0,57,33,33,999
680858.56783332,6408061.80947751,3.0,58,34,34,1016
680860.995958503,6406211.14013286,14.0,8,5,5,126
680861.41296502,6408684.45669119,4.0,73,43,43,1262
680861.41296502,6408910.48332081,16.0,79,47,47,1353
680864.16211994,6407077.4732309,4.0,92,53,53,1523
680864.16211994,6407233.77517735,4.0,37,21,21,638
680864.16211994,6407447.67636402,16.0,42,24,24,727
680864.16211994,6407743.37363943,16.0,52,30,30,903
680864.367833319,6407955.4874239,2.0,57,33,33,999
680864.367833319,6408060.81245621,3.0,58,34,34,1016
680866.795958504,6406210.13123033,14.0,8,5,5,128
680867.21296502,6408684.4585091,4.0,73,43,43,1262
680867.21296502,6408927.52036772,14.0,79,47,47,1355
680869.96211994,6407077.47314683,4.0,92,53,53,1523
680869.96211994,6407233.77233426,4.0,37,21,21,637
680869.96211994,6407447.67652643,16.0,42,24,24,729
680869.96211994,6407726.28554925,14.0,52,30,30,904
680870.16783332,6407954.49043384,2.0,57,33,33,999
680870.16783332,6408059.81530405,3.0,58,34,34,1016
680872.595958504,6406209.12277471,14.0,9,5,5,130
680873.01296502,6408684.46071798,4.0,73,43,43,1263
680873.01296502,6408927.52149368,14.0,79,47,47,1352
680875.76211994,6407077.47088601,4.0,92,53,53,1524
680875.76211994,6407233.77217313,4.0,37,21,21,637
680875.76211994,6407447.67218783,16.0,42,24,24,730
680875.76211994,6407726.28518144,14.0,52,30,30,906
680875.96783332,6407953.49352171,2.0,57,33,33,999
680875.96783332,6408058.81821142,3.0,58,34,34,1016
680878.395958504,6406208.11409666,14.0,9,5,5,132
680878.81296502,6408684.4623893,4.0,73,43,43,1263
680878.812965021,6408927.51857956,14.0,79,47,47,1351
680881.56211994,6407077.4722732,4.0,92,53,53,1524
680881.56211994,6407233.77024961,4.0,37,21,21,636
680881.56211994,6407447.67108678,16.0,42,24,24,732
680881.56211994,6407726.28550886,14.0,52,30,30,908
680881.76783332,6407952.49663609,2.0,57,33,33,999
680881.76783332,6408074.83187735,4.0,58,34,34,1005
680884.195958504,6406207.10438863,14.0,9,5,5,134
680884.61296502,6408684.46379779,4.0,73,43,43,1264
680884.61296502,6408927.51187149,14.0,80,47,47,1350
680887.36211994,6407077.47194109,4.0,92,53,53,1525
680887.36211994,6407233.76991489,4.0,37,21,21,636
680887.36211994,6407447.66961892,16.0,42,24,24,734
680887.36211994,6407726.28370267,14.0,52,30,30,910
680887.56783332,6407951.50169321,2.0,57,33,33,999
680887.56783332,6408073.83490147,4.0,58,34,34,1006
680889.995958504,6406206.09502379,14.0,9,5,5,136
680890.412965021,6408701.47325359,3.0,73,43,43,1264
680890.412965021,6408910.48142345,16.0,80,47,47,1348
680893.16211994,6407077.47042677,4.0,92,53,53,1525
680893.16211994,6407233.76647783,4.0,37,21,21,635
680893.16211994,6407447.66818539,16.0,42,24,24,736
680893.16211994,6407726.28595359,14.0,52,30,30,912
680893.36783332,6407950.50456492,2.0,57,33,33,999
680893.36783332,6408072.83810861,4.0,58,34,34,1008
680895.795958504,6406205.08563782,14.0,9,5,5,137
680896.212965021,6408910.47928652,16.0,80,47,47,1349
680898.96211994,6407077.47098927,4.0,92,53,53,1526
680898.96211994,6407233.76337934,4.0,37,21,21,635
680898.96211994,6407447.66866115,16.0,42,24,24,738
680898.96211994,6407726.28188468,14.0,52,30,30,914
680899.16783332,6407949.50541479,2.0,57,33,33,999
680899.16783332,6408071.84134643,4.0,58,34,34,1008
680901.595958504,6406204.0763837,14.0,9,5,5,139
680902.012965021,6408910.47980923,16.0,80,47,47,1354
680904.76211994,6407077.47189071,4.0,92,53,53,1526
680904.76211994,6407233.75885727,4.0,37,21,21,635
680904.76211994,6407447.66657817,16.0,42,24,24,740
680904.76211994,6407726.27687318,14.0,53,31,31,933
680904.96783332,6407948.50832773,2.0,57,33,33,998
680904.96783332,6408070.84243998,4.0,58,34,34,1009
680907.395958504,6406203.06757263,14.0,9,5,5,141
680907.812965021,6408910.47798279,16.0,80,47,47,1357
680910.56211994,6407077.47352281,4.0,92,53,53,1527
680910.56211994,6407233.753822,4.0,37,21,21,635
680910.56211994,6407447.6645262,16.0,42,24,24,742
680910.56211994,6407726.27671789,14.0,53,31,31,931
680910.76783332,6407947.51100662,2.0,57,33,33,998
680910.76783332,6408069.84545599,4.0,58,34,34,1011
680913.195958504,6406202.05964357,14.0,9,5,5,143
680913.612965021,6408910.47287208,16.0,80,47,47,1359
680916.36211994,6407077.47130593,4.0,92,53,53,1527
680916.36211994,6407233.74862684,4.0,37,21,21,636
680916.36211994,6407447.66268435,16.0,42,24,24,744
680916.36211994,6407726.27664841,14.0,53,31,31,929
680916.56783332,6407946.5140535,2.0,57,33,33,998
680916.56783332,6408068.84668129,4.0,58,34,34,1012
680918.995958504,6406201.04859529,14.0,9,5,5,145
680919.412965021,6408910.47406676,16.0,80,47,47,1361
680922.16211994,6407077.47325435,4.0,92,53,53,1528
680922.16211994,6407233.74502987,4.0,36,21,21,636
680922.16211994,6407447.66155361,16.0,42,24,24,747
680922.16211994,6407726.28040802,14.0,53,31,31,927
680922.36783332,6407945.51938895,2.0,57,33,33,997
680922.36783332,6408067.84986997,4.0,58,34,34,1015
680924.795958504,6406200.03921847,14.0,9,5,5,147
680925.212965021,6408910.47321363,16.0,80,47,47,1363
680927.96211994,6407077.4727632,4.0,92,53,53,1528
680927.96211994,6407233.7470069,4.0,36,21,21,637
680927.96211994,6407447.6605316,16.0,42,24,24,749
680927.96211994,6407743.57744831,12.0,86,50,50,1459
680928.16783332,6407944.5221588,2.0,57,33,33,997
680928.16783332,6408066.85100623,4.0,58,34,34,1016
680930.595958504,6406199.02974538,14.0,9,5,5,148
680931.012965021,6408910.47225337,16.0,80,47,47,1365
680933.76211994,6407077.47266725,4.0,92,53,53,1529
680933.76211994,6407233.74201516,4.0,36,21,21,637
680933.76211994,6407447.65985139,16.0,42,24,24,751
680933.76211994,6407726.49690475,10.0,53,31,31,925
680933.96783332,6407943.52755651,2.0,57,33,33,996
680933.96783332,6408065.85417764,4.0,58,34,34,1017
